pmid	geneId	diseaseId	gene_name	disease_name	label	pred	prob	is_confilct	r1_label	comment	sure	Ann error (GD/ikrm)	Complex(m, M, L, n,  S, C)	Have -	Have +	S no strong	In which snt (0, e, 1, m, bg|d)	snt
17614770	6319	D007249	SCD | stearoyl-coenzyme A desaturase	inflammation	0	0	0.0630948171	0										
17614770	6319	D049970	SCD | stearoyl-coenzyme A desaturase	Graves' ophthalmopathy | endocrine ophthalmopathy | ophthalmopathy	1	1	0.8208919168	0										
17615072	3685	D001172	ITGAV | integrin alpha(v)beta3	RA | rheumatoid arthritis	1	1	0.9952043295	0										
17617023	3356	D012559	5-HT2A | 5-HT2A receptor	schizophrenia	1	1	0.9896416068	0										
17652883	1401	C564969	C-reactive protein	multi-vessel disease	0	0	0.003507932881	0										
17652883	1401	D000787	C-reactive protein	angina pectoris	0	0	0.002853911137	0										
17652883	1401	D002637	C-reactive protein	chest pain	0	0	0.002996578813	0										
17652883	1401	D003920	C-reactive protein	diabetes mellitus	0	0	0.002760013798	0										
17652883	1401	D006333	C-reactive protein	congestive heart failure	0	0	0.009986422025	0										
17652883	1401	D006937	C-reactive protein	hypercholesterolemia	0	0	0.003056861926	0										
17652883	1401	D006973	C-reactive protein	hypertension	0	0	0.002741592471	0										
17652883	1401	D009203	C-reactive protein	myocardial infarction	0	0	0.007552011404	0										
17652883	1493	C564969	CTLA-4 | Cytotoxic T lymphocyte antigen 4	multi-vessel disease	0	0	0.0280271098	0										
17652883	1493	D000787	CTLA-4 | Cytotoxic T lymphocyte antigen 4	angina pectoris	0	0	0.03335183114	0										
17652883	1493	D002637	CTLA-4 | Cytotoxic T lymphocyte antigen 4	chest pain	0	0	0.04851827398	0										
17652883	1493	D003920	CTLA-4 | Cytotoxic T lymphocyte antigen 4	diabetes mellitus	0	0	0.02834958211	0										
17652883	1493	D006333	CTLA-4 | Cytotoxic T lymphocyte antigen 4	congestive heart failure	0	0	0.1742537022	0										
17652883	1493	D006937	CTLA-4 | Cytotoxic T lymphocyte antigen 4	hypercholesterolemia	0	0	0.04697590694	0										
17652883	1493	D006973	CTLA-4 | Cytotoxic T lymphocyte antigen 4	hypertension	0	0	0.02662593499	0										
17652883	1493	D009203	CTLA-4 | Cytotoxic T lymphocyte antigen 4	myocardial infarction	1	1	0.9929484129	0										
17661168	11200	D001943	CHEK2	MBC | breast cancer	1	1	0.9929401875	0										
17661168	11200	D011471	CHEK2	prostate cancer	0	1	0.8251346946	1	1								mbg	Intriguingly, two other CHEK2 mutations (IVS2+1G&gt;A and I157T) and a CHEK2 large genomic deletion (del9-10) have been associated with an elevated risk for prostate cancer.
17661168	11200	D018567	CHEK2	Male breast cancer | male breast cancer	0	1	0.6296179891	1	1				C	1	1		mbg	The CHEK2 1100delC mutation has been shown to increase the risk of breast cancer in men lacking BRCA1/BRCA2 mutations.
17661168	11200	D061325	CHEK2	breast/ovarian cancer	0	0	0.01537253521	0										
17661168	672	D001943	BRCA1 | BRCA1/2	MBC | breast cancer	0	1	0.9837745428	1	1								1bg	Germ-line mutations of BRCA2 and, to lesser extent, BRCA1 genes are the highest risk factors associated with MBC.
17661168	672	D011471	BRCA1 | BRCA1/2	prostate cancer	0	0	0.00479387911	0										
17661168	672	D018567	BRCA1 | BRCA1/2	Male breast cancer | male breast cancer	0	0	0.005553997587	0										
17661168	672	D061325	BRCA1 | BRCA1/2	breast/ovarian cancer	0	0	0.003052826039	0										
17661168	675	D001943	BRCA2	MBC | breast cancer	0	0	0.3732646406	0	1								1bg	Germ-line mutations of BRCA2 and, to lesser extent, BRCA1 genes are the highest risk factors associated with MBC.
17661168	675	D011471	BRCA2	prostate cancer	0	0	0.004448776599	0										
17661168	675	D018567	BRCA2	Male breast cancer | male breast cancer	0	0	0.007503070869	0										
17661168	675	D061325	BRCA2	breast/ovarian cancer	0	0	0.004325834103	0										
17850436	3553	D005929	IL-1B | IL-1beta | IL1-B	Benign migratory glossitis | benign migratory glossitis	1	1	0.8720007539	0										
17850436	3569	D005929	IL-6	Benign migratory glossitis | benign migratory glossitis	1	1	0.929099381	0										
17850436	7124	D005929	TNFA	Benign migratory glossitis | benign migratory glossitis	1	1	0.9537351727	0										
17850927	5465	D000544	PPAR-alpha | peroxisome proliferator-activated receptor alpha	AD | Alzheimer's disease	1	1	0.9938930273	0										
17854273	3553	D009369	IL-1 beta | interleukin (IL)-1 beta | interleukin-1 beta	cancer	0	0	0.01290118508	0										
17854273	3553	D013274	IL-1 beta | interleukin (IL)-1 beta | interleukin-1 beta	tuberculosis or gastric cancer	1	0	0.07267940789	1	1			Di					e	In the case control study, our genotyping data supported the reported association between gastric cancer and the genotypes of IL-1 beta -31 TT and -511 CC (p &lt; 0.05).
17854273	3553	D014376	IL-1 beta | interleukin (IL)-1 beta | interleukin-1 beta	tuberculosis	1	0	0.01313496754	1	1		1						e	We also found that there is a significant difference of IL-1 beta -31 genotypes between 98 tuberculosis
17899368	4683	D001943	NBS | NBS1	breast cancer	1	1	0.9945230484	0										
17899368	4683	D008223	NBS | NBS1	lymphoid malignancies	0	0	0.1460922211	0										
17899368	4683	D009369	NBS | NBS1	tumors	0	0	0.01763563044	0										
17899368	4683	D019337	NBS | NBS1	hematological malignancies	0	0	0.01141593326	0										
17899368	4683	D030342	NBS | NBS1	recessive disease	0	0	0.05970874056	0										
17905480	2020	D010300	Engrailed 1/2	PD | Parkinson's disease	0	0	0.142346248	0										
17905480	2020	D019636	Engrailed 1/2	neurodegenerative disease	0	0	0.003134470899	0										
17905480	4010	D010300	LMX1B	PD | Parkinson's disease	1	0	0.1663209945	1	0									
17905480	4010	D019636	LMX1B	neurodegenerative disease	0	0	0.003228408052	0										
17905480	5015	D010300	OTX2	PD | Parkinson's disease	1	0	0.1302061528	1	0									
17905480	5015	D019636	OTX2	neurodegenerative disease	0	0	0.003064322984	0										
17905480	5309	D010300	PITX3	PD | Parkinson's disease	1	1	0.9938400388	0										
17905480	5309	D019636	PITX3	neurodegenerative disease	0	0	0.0101280259	0										
17908086	3106	D013167	HLA-B | HLA-B27 | leucocyte antigen (HLA)-B27	ankylosing spondylitis	1	1	0.984141767	0										
17940864	1950	D001943	EGF | Epidermal growth factor	breast cancer	1	1	0.9916036725	0										
17940864	1950	D009369	EGF | Epidermal growth factor	cancer | cancers	0	0	0.2843849659	0										
17974962	4317	D001943	MMP8 | matrix metalloproteinase-8	breast cancer | breast cancer metastasis	1	1	0.9949191213	0										
17974962	4317	D009369	MMP8 | matrix metalloproteinase-8	cancer | tumor	0	0	0.01073760353	0										
17981213	4193	D015451	MDM2	CLL disease | chronic lymphocytic leukemia	1	1	0.5335887671	0										
17981213	581	D015451	BAX	CLL disease | chronic lymphocytic leukemia	1	1	0.8163858056	0										
17981213	7157	D015451	p53	CLL disease | chronic lymphocytic leukemia	1	1	0.991542697	0										
17987108	2864	D003924	FFAR1	Type 2 diabetes	1	1	0.9857062697	0										
17987108	3630	D003924	insulin	Type 2 diabetes	0	0	0.006283479277	0										
17999359	5888	D001943	RAD51	breast cancer	1	1	0.989454627	0										
17999359	672	D001943	BRCA1	breast cancer	1	0	0.08372393996	1	1								m	A single-nucleotide polymorphism (SNP) in the 5' untranslated region (UTR) of RAD51, 135G--&gt;C, has been suggested as a possible modifier of breast cancer risk in BRCA1 and BRCA2 mutation carriers.
17999359	675	D001943	BRCA2	breast cancer	1	1	0.7594840527	0										
18003940	196	D000544	aHR	AD | Alzheimer disease	0	0	0.2051851898	0	0			Gi						
18003940	196	D002318	aHR	Cardiovascular | Cardiovascular Health	0	0	0.003343628021	0	0			Gi						
18003940	196	D003704	aHR	dementia	0	0	0.002699229401	0	0			Gi						
18003940	196	D015140	aHR	vascular dementia	0	0	0.003324645571	0	0			Gi						
18003940	348	D000544	APOE	AD | Alzheimer disease	0	1	0.9845803976	1	1								m	Closer examination suggested AD risk reduction with NSAIDs only in participants having an APOE epsilon 4 allele
18003940	348	D002318	APOE	Cardiovascular | Cardiovascular Health	0	0	0.02098879404	0										
18003940	348	D003704	APOE	dementia	1	0	0.003486661939	1	0									
18003940	348	D015140	APOE	vascular dementia	0	0	0.005310548004	0										
18003940	351	D000544	A beta	AD | Alzheimer disease	0	1	0.8221390843	1	0					1			e	There was no advantage in AD risk reduction with NSAIDs reported to selectively reduce A beta(42).
18003940	351	D002318	A beta	Cardiovascular | Cardiovascular Health	0	0	0.002894101664	0										
18003940	351	D003704	A beta	dementia	0	0	0.002233174164	0										
18003940	351	D015140	A beta	vascular dementia	0	0	0.00284943264	0										
18068431	154	D006333	beta2-adrenoceptor	heart failure	1	1	0.9935594797	0										
18093316	2052	C563924	EPHX1	colorectal adenomas	0	0	0.02900244854	0										
18093316	2052	D000236	EPHX1	adenoma | adenomas	1	1	0.7225334048	0										
18093316	2052	D002277	EPHX1	carcinomas	0	0	0.008058521897	0										
18093316	2052	D015179	EPHX1	CRC | colorectal carcinoma | colorectal carcinomas | sporadic colorectal cancer	1	1	0.9866853952	0										
18093316	2052	D063646	EPHX1	colorectal carcinogenesis	0	0	0.03673681244	0										
18093316	2944	C563924	GSTM1	colorectal adenomas	0	0	0.03210975975	0										
18093316	2944	D000236	GSTM1	adenoma | adenomas	1	0	0.2197826505	1	1		1						e	In addition the study supports the notion that the biotransformation enzymes GSTM1, GSTP1 and EPHX1 may modify the effect of dietary factors on the risk of developing colorectal carcinoma and adenoma.
18093316	2944	D002277	GSTM1	carcinomas	0	0	0.009334109724	0										
18093316	2944	D015179	GSTM1	CRC | colorectal carcinoma | colorectal carcinomas | sporadic colorectal cancer	1	1	0.9848998785	0										
18093316	2944	D063646	GSTM1	colorectal carcinogenesis	0	0	0.0540096201	0										
18093316	2950	C563924	GSTP1	colorectal adenomas	0	0	0.03151027858	0										
18093316	2950	D000236	GSTP1	adenoma | adenomas	1	0	0.2453261018	1	1		1						e	In addition the study supports the notion that the biotransformation enzymes GSTM1, GSTP1 and EPHX1 may modify the effect of dietary factors on the risk of developing colorectal carcinoma and adenoma.
18093316	2950	D002277	GSTP1	carcinomas	0	0	0.008734667674	0										
18093316	2950	D015179	GSTP1	CRC | colorectal carcinoma | colorectal carcinomas | sporadic colorectal cancer	1	1	0.9884896874	0										
18093316	2950	D063646	GSTP1	colorectal carcinogenesis	0	0	0.05436211824	0										
18093316	2952	C563924	GSTT1	colorectal adenomas	0	0	0.009009982459	0										
18093316	2952	D000236	GSTT1	adenoma | adenomas	1	0	0.02151385136	1	0									
18093316	2952	D002277	GSTT1	carcinomas	0	0	0.005126588512	0										
18093316	2952	D015179	GSTT1	CRC | colorectal carcinoma | colorectal carcinomas | sporadic colorectal cancer	1	1	0.5445184112	0										
18093316	2952	D063646	GSTT1	colorectal carcinogenesis	0	0	0.01356848516	0										
18159160	7157	D013274	p53	gastric cancer	1	1	0.9920409322	0										
18172074	4658	D009216	MYP2	myopia	0	1	0.6851858497	1	0.5						1	1	e	Future studies should focus on other genes in the MYP2 linkage region or other linked regions to identify myopia-causing genes.
18172074	7050	D009216	TGIF | Transforming growth beta-induced factor	myopia	1	1	0.9898394346	0										
18189189	1234	D001168	CC chemokine receptor 5 | CCR5	arthritis	0	0	0.4808934927	0										
18189189	1234	D001171	CC chemokine receptor 5 | CCR5	Juvenile idiopathic arthritis | juvenile idiopathic arthritis	1	1	0.8550620675	0										
18189189	1234	D001172	CC chemokine receptor 5 | CCR5	RA | rheumatoid arthritis	1	1	0.9829409719	0										
18189189	1234	D012216	CC chemokine receptor 5 | CCR5	rheumatic disease | rheumatological diseases	1	0	0.02413263917	1	1		1						mbg	The CC chemokine receptor 5 (CCR5)Delta32 polymorphism has been associated with rheumatoid arthritis (RA), conferring a protective effect.
18194124	4524	D006086	Methylenetetrahydrofolate reductase | methylenetetrahydrofolate reductase	graft-versus-host disease	1	1	0.9930105805	0										
18194124	4524	D064420	Methylenetetrahydrofolate reductase | methylenetetrahydrofolate reductase	toxicity	0	0	0.302796483	0										
18199088	2214	C566404	FcgammaRIIIa	atopic diseases	0	1	0.9781091213	1	1		1						e	Our study shows that the V158V genotype in FcgammaRIIIa gene polymorphism may be a genetic risk factor for the development of atopic diseases.
18199088	2214	D001249	FcgammaRIIIa	asthma | asthma bronchiale | bronchial asthma	1	1	0.9290103912	0										
18199088	2214	D004342	FcgammaRIIIa	allergy	0	0	0.1833645403	0										
18199088	2214	D012220	FcgammaRIIIa	allergic rhinitis	0	1	0.9762643576	1	1								m	Distribution of 158 V allele was significantly different among asthmatic children (OR: 2.20, 95% CI: 1.65-2.92, p &lt; 0.001) and allergic rhinitis patients (OR: 1.77, 95% CI: 1.32-2.35, p &lt; 0.001) compared to healthy controls.
18247401	2346	D011471	PSMA | Prostate specific membrane antigen | prostate specific membrane antigen	prostate cancer	1	1	0.9878835082	0										
18247401	367	D011471	AR | androgen receptor	prostate cancer	0	0	0.04625138268	0										
18247401	7421	D011471	VDR | vitamin D receptor	prostate cancer	0	0	0.01335083228	0										
18252210	26281	D010300	FGF20 | fibroblast growth factor 20	PD | Parkinson disease	1	1	0.9918923378	0										
18252210	26281	D019636	FGF20 | fibroblast growth factor 20	neurodegenerative disorder	0	0	0.02732722275	0										
18252210	6622	D010300	alpha-synuclein	PD | Parkinson disease	0	1	0.9845383167	1	1								m	In a cell-based system and in PD brains, this increase in translation of FGF20 is correlated with increased alpha-synuclein expression, which has previously been shown to cause PD through both overexpression and point mutations.
18252210	6622	D019636	alpha-synuclein	neurodegenerative disorder	0	0	0.004633811768	0										
18273801	6010	D001766	rhodopsin	blindness	0	0	0.05643858761	0										
18273801	6010	D009223	rhodopsin	dystrophy	0	0	0.09335795045	0										
18273801	6010	D012162	rhodopsin	inherited retinal degeneration	0	0	0.03809082508	0										
18273801	6010	D012174	rhodopsin	Retinitis pigmentosa | retinitis pigmentosa	1	0	0.008866258897	1	1		1	DkGk					mbg	P is in most cases associated with missense mutations in the rhodopsin gene (RHO). RHO plays an important role in phototransduction pathways.
18285424	3663	D001172	IRF5 | Interferon regulatory factor 5	rheumatoid arthritis	0	0	0.008504428901	0										
18285424	3663	D001327	IRF5 | Interferon regulatory factor 5	autoimmune diseases | autoimmunity	0	0	0.006829421967	0										
18285424	3663	D008180	IRF5 | Interferon regulatory factor 5	systemic lupus erythematosus	0	0	0.01391634345	0										
18285424	3663	D009103	IRF5 | Interferon regulatory factor 5	MS | multiple sclerosis	1	1	0.9923787117	0										
18285424	3663	D015212	IRF5 | Interferon regulatory factor 5	inflammatory bowel diseases	0	0	0.03807867318	0										
18289755	2900	D001523	GRIK4	chronic psychiatric disorder	0	0	0.02122355066	0										
18289755	2900	D012559	GRIK4	Schizophrenia | schizophrenia	1	1	0.9945874214	0										
18295974	2166	C564092	FAAH	obese BED	0	0	0.03845559806	0										
18295974	2166	D001068	FAAH	eating disorder	0	1	0.95558393	1	0									
18295974	2166	D009765	FAAH	obese | obesity	1	1	0.9948564768	0										
18304461	1543	D009369	CYP1A1 | cytochrome P-450 CYP1A1	cancer	0	0	0.005557009019	0										
18304461	1543	D011471	CYP1A1 | cytochrome P-450 CYP1A1	linked to prostate cancer | prostate cancer	0	1	0.8197497129	1	0		1			1			e	No significant differences in the frequency distributions of CYP1A1 polymorphisms were observed between prostate cancer patients and controls.
18304461	2944	D009369	GSTM1 | glutathione S-transferase M1	cancer	0	0	0.02091174386	0										
18304461	2944	D011471	GSTM1 | glutathione S-transferase M1	linked to prostate cancer | prostate cancer	1	1	0.9937386513	0										
18304461	354	D009369	prostate specific antigen	cancer	0	0	0.003377231769	0										
18304461	354	D011471	prostate specific antigen	linked to prostate cancer | prostate cancer	0	0	0.01662337966	0										
18305461	135	D001008	ADORA2A	anxiety	1	1	0.992415905	0										
18305461	1813	D001008	DRD(2) | DRD2	anxiety	1	1	0.9492587447	0										
18306451	3552	D009765	IL-1 | IL-1alpha | Interleukin-1 | Interleukin-1alpha	obese | obesity	1	1	0.9943051934	0										
18317464	27185	D001321	DISC1 | Disrupted in schizophrenia 1	autism	0	0	0.1425601542	0	1	only							1bg	Disrupted in schizophrenia 1 (DISC1) has been associated with risk of schizophrenia, schizoaffective disorder, bipolar disorder, major depression, autism and Asperger syndrome
18317464	27185	D001523	DISC1 | Disrupted in schizophrenia 1	psychiatric illness	0	0	0.03307994083	0	1								e	These findings provide further support for the role of DISC1 in psychiatric illness and demonstrate the presence of locus heterogeneity,
18317464	27185	D001714	DISC1 | Disrupted in schizophrenia 1	bipolar disorder | schizophrenia and bipolar disorder	1	1	0.9936653376	0										
18317464	27185	D003866	DISC1 | Disrupted in schizophrenia 1	depression	0	0	0.2156001776	0	1	only							1bg	Disrupted in schizophrenia 1 (DISC1) has been associated with risk of schizophrenia, schizoaffective disorder, bipolar disorder, major depression, autism and Asperger syndrome
18317464	27185	D011618	DISC1 | Disrupted in schizophrenia 1	schizoaffective disorder	0	0	0.009318433702	0	1	only							1bg	Disrupted in schizophrenia 1 (DISC1) has been associated with risk of schizophrenia, schizoaffective disorder, bipolar disorder, major depression, autism and Asperger syndrome
18317464	27185	D012559	DISC1 | Disrupted in schizophrenia 1	schizophrenia	1	0	0.02102353424	1	1	only							1bg	Disrupted in schizophrenia 1 (DISC1) has been associated with risk of schizophrenia, schizoaffective disorder, bipolar disorder, major depression, autism and Asperger syndrome
18317464	27185	D020817	DISC1 | Disrupted in schizophrenia 1	Asperger syndrome	0	1	0.6529903412	1	1	only							1bg	Disrupted in schizophrenia 1 (DISC1) has been associated with risk of schizophrenia, schizoaffective disorder, bipolar disorder, major depression, autism and Asperger syndrome
18317470	79068	D009765	FTO	dichotomous obesity | obese | obesity	0	1	0.817185998	1	1		1						0	NYD-SP18 is associated with obesity in the NHLBI Family Heart Study.
18317470	84691	D009765	NYD-SP18	dichotomous obesity | obese | obesity	1	1	0.9939301014	0										
18347838	4905	D002493	N-ethylmaleimide-sensitive fusion protein | NSF	neurocognitive impairment	0	0	0.005116243381	0										
18347838	4905	D003072	N-ethylmaleimide-sensitive fusion protein | NSF	cognitive domains verbal memory | cognitive dysfunctions | cognitive dysfunctions of schizophrenic	0	0	0.031382218	0										
18347838	4905	D012559	N-ethylmaleimide-sensitive fusion protein | NSF	neurocognitive dysfunctions in schizophrenia | schizophrenia | schizophrenic	0	0	0.02809230052	0										
18347838	4905	D014786	N-ethylmaleimide-sensitive fusion protein | NSF	visual memory	0	0	0.0133854663	0										
18347838	6616	D002493	SNAP-25 | synaptosomal-associated protein of 25 kDa	neurocognitive impairment	0	0	0.05470563099	0										
18347838	6616	D003072	SNAP-25 | synaptosomal-associated protein of 25 kDa	cognitive domains verbal memory | cognitive dysfunctions | cognitive dysfunctions of schizophrenic	0	1	0.9940633178	1	1		1						e	As we observed an association between the DdeI polymorphism of the SNAP-25 gene and cognitive dysfunctions of schizophrenic patients our finding suggests that the SNAP-25 gene could play a role in the pathophysiology of neurocognitive dysfunctions in schizophrenia but is not predictive for treatment response with atypical antipsychotics.
18347838	6616	D012559	SNAP-25 | synaptosomal-associated protein of 25 kDa	neurocognitive dysfunctions in schizophrenia | schizophrenia | schizophrenic	1	1	0.9938767552	0										
18347838	6616	D014786	SNAP-25 | synaptosomal-associated protein of 25 kDa	visual memory	0	0	0.1256041378	0										
18357393	142	D001943	PARP1	breast cancer	0	0	0.01200080197	0										
18357393	142	D061325	PARP1	breast tumor	0	0	0.003519657068	0										
18357393	328	D001943	APE1	breast cancer	0	0	0.01360778511	0										
18357393	328	D061325	APE1	breast tumor	0	0	0.003521084087	0										
18357393	7515	D001943	XRCC1	breast cancer	1	1	0.9947564602	0										
18357393	7515	D061325	XRCC1	breast tumor	0	0	0.06794057041	0										
18384956	22854	D012559	NTNG1 | netrin G1	schizophrenia	1	1	0.9948219061	0										
18387595	6091	D009765	ROBO1	obesity	1	0	0.1813742667	1	1	only							m	we identified an age-varying association between a SNP in ROBO1 and obesity and hypothesized an age-gene interaction.
18406176	152100	D006226	CMC1	radiographic osteoarthritic	0	0	0.004079209641	0										
18406176	152100	D010003	CMC1	osteoarthritis	0	0	0.02437549643	0										
18406176	2487	D006226	FRZB	radiographic osteoarthritic	0	0	0.05345794186	0										
18406176	2487	D010003	FRZB	osteoarthritis	1	1	0.8826652765	0										
18406176	4040	D006226	LRP6 | Low-density lipoprotein receptor-related protein 6	radiographic osteoarthritic	0	0	0.126200974	0										
18406176	4040	D010003	LRP6 | Low-density lipoprotein receptor-related protein 6	osteoarthritis	1	1	0.9308567047	0										
18406176	4041	D006226	LRP5 | Low-density lipoprotein receptor-related protein 5	radiographic osteoarthritic	0	0	0.02496440709	0										
18406176	4041	D010003	LRP5 | Low-density lipoprotein receptor-related protein 5	osteoarthritis	1	1	0.7557123303	0										
18410260	1520	D011656	Cathepsin S | cathepsin S	pulmonary emphysema	0	1	0.9735799432	1	1		1						e	Novel functional polymorphisms were identified in the cathepsin S gene, which has a possible association with pulmonary emphysema in the Japanese population.
18410260	3458	D011656	IFN-gamma | interferon (IFN)-gamma	pulmonary emphysema	1	0	0.03024145588	1										
18410260	3596	D011656	IL-13	pulmonary emphysema	0	0	0.008946583606	0										
18429752	153	D006973	ADRB1	hypertension	1	0	0.2345167547	1	0					1			m	No significant differences were revealed in dynamics of systolic and diastolic BP both at rest and at effort between patients with different genotypes of polymorphic marker Gly389Arg of ADRB1 gene.
18429752	153	D007022	ADRB1	Hypotensive	0	0	0.004701227415	0										
18429752	1565	D006973	CYP2D6 | Cyp2D6	hypertension	0	1	0.8572426438	1	1		1						m	Thus efficacy of betaxolol in patients with hypertension was associated solely with genotype of polymorphic marker Ser34Pro of CYP2D6 gene.
18429752	1565	D007022	CYP2D6 | Cyp2D6	Hypotensive	0	0	0.004101395607	0										
18449420	2157	D013927	FVIII | factor VIII	thrombosis | thrombotic	0	0	0.170379445	0										
18449420	2157	D054556	FVIII | factor VIII	venous thromboembolism	0	1	0.7035153508	1	1								1bg	A suggestive locus on chromosome 8 could be shown to be associated with familial high factor VIII (FVIII) levels in venous thromboembolism.
18449420	27299	D013927	ADAMDEC 1 | ADAMDEC1	thrombosis | thrombotic	0	0	0.02507445589	0										
18449420	27299	D054556	ADAMDEC 1 | ADAMDEC1	venous thromboembolism	1	0	0.1866813898	1	0.5				n		1	1	m	Interestingly, the ADAMDEC1 haplotype (rs12674766, rs10087305, rs2291577, rs2291578, rs3765124) differed between cases and controls (p = 0.04).
18449420	4023	D013927	LPL | lipoprotein lipase	thrombosis | thrombotic	0	0	0.01016056538	0										
18449420	4023	D054556	LPL | lipoprotein lipase	venous thromboembolism	1	0	0.01201515459	1	0									
18449420	4035	D013927	LRP	thrombosis | thrombotic	0	0	0.007162297145	0										
18449420	4035	D054556	LRP	venous thromboembolism	0	0	0.009765492752	0										
18449420	5327	D013927	t-PA	thrombosis | thrombotic	0	0	0.008672250435	0										
18449420	5327	D054556	t-PA	venous thromboembolism	1	0	0.01087310351	1	0.5				n		1	1	m	A new polymorphism in intron 7 of the t-PA gene with a minor allele frequency of 2.2% was identified.
18455228	4041	D010024	LRP5	Osteoporosis | osteoporosis	1	0	0.02073732764	1	1			Dk					m	A non-synonymous SNP in the LRP5 gene was associated with decreased bone mineral density (rs3736228, p=6 3x10-12 for lumbar spine and p=1 9x10-4 for femoral neck) and an increased risk of both osteoporotic fractures (odds ratio [OR] 1 3, 95% CI 1 09-1 52, p=0 002) and osteoporosis (OR 1 3, 1 08-1 63, p=0 008).
18455228	4041	D050723	LRP5	fractures	0	0	0.0110144075	0										
18455228	4041	D058866	LRP5	osteoporotic fracture | osteoporotic fractures	0	0	0.3320343494	0	1			Dk					m	A non-synonymous SNP in the LRP5 gene was associated with decreased bone mineral density (rs3736228, p=6 3x10-12 for lumbar spine and p=1 9x10-4 for femoral neck) and an increased risk of both osteoporotic fractures (odds ratio [OR] 1 3, 95% CI 1 09-1 52, p=0 002) and osteoporosis (OR 1 3, 1 08-1 63, p=0 008).
18455228	4982	D010024	TNFRSF11B | osteoprotegerin	Osteoporosis | osteoporosis	1	0	0.08378078789	1	1		1						m	Three SNPs near the TNFRSF11B gene were associated with decreased bone mineral density (top SNP, rs4355801: p=7 6x10-10 for lumbar spine and p=3 3x10-8 for femoral neck) and increased risk of osteoporosis
18455228	4982	D050723	TNFRSF11B | osteoprotegerin	fractures	0	0	0.02899152786	0										
18455228	4982	D058866	TNFRSF11B | osteoprotegerin	osteoporotic fracture | osteoporotic fractures	0	0	0.2415318489	0										
18461507	1392	D004827	CRH | corticotrophin-releasing hormone	epileptic encephalopathy	0	0	0.004342887085	0										
18461507	1392	D013035	CRH | corticotrophin-releasing hormone	spasms	0	0	0.01000464521	0										
18461507	1392	D013036	CRH | corticotrophin-releasing hormone	infantile spasms	0	0	0.1308611929	0										
18461507	4160	D004827	MC4R | melanocortin-4 receptor	epileptic encephalopathy	0	0	0.01082465611	0										
18461507	4160	D013035	MC4R | melanocortin-4 receptor	spasms	0	0	0.06492676586	0										
18461507	4160	D013036	MC4R | melanocortin-4 receptor	infantile spasms	1	1	0.9912176728	0										
18466515	26191	D001172	PTPN22	RA | Rheumatoid arthritis | rheumatoid arthritis	1	1	0.9886371493	0										
18466515	26191	D001327	PTPN22	autoimmune disease	0	0	0.00856108591	0										
18466515	3123	D001172	HLA-DRB1	RA | Rheumatoid arthritis | rheumatoid arthritis	1	1	0.9875829816	0										
18466515	3123	D001327	HLA-DRB1	autoimmune disease	0	0	0.007395344786	0										
18472644	2944	D003643	GSTM1 | Glutathione S-transferase M1, T1 and P1	deaths	0	0	0.00750563154	0										
18472644	2944	D008175	GSTM1 | Glutathione S-transferase M1, T1 and P1	GSTs and lung cancer | lung cancer	1	1	0.6049038768	0										
18472644	2950	D003643	GSTP1	deaths	0	0	0.01967846043	0										
18472644	2950	D008175	GSTP1	GSTs and lung cancer | lung cancer	1	1	0.8687525988	0										
18472644	2952	D003643	GSTT1	deaths	0	0	0.02611705847	0										
18472644	2952	D008175	GSTT1	GSTs and lung cancer | lung cancer	1	1	0.992244184	0										
18472644	373156	D003643	GSTs | glutathione S-transferases	deaths	0	0	0.002642870415	0										
18472644	373156	D008175	GSTs | glutathione S-transferases	GSTs and lung cancer | lung cancer	0	0	0.01024130546	0										
18486767	4846	D001249	endothelial nitric oxide synthase	asthma	1	1	0.9889008999	0										
18497072	174	D001943	AFP | alpha-fetoprotein | alphaFP	breast cancer	1	1	0.9854121804	0										
18497072	174	D009369	AFP | alpha-fetoprotein | alphaFP	tumor	0	0	0.01069087256	0										
18497072	3342	D001943	hCG	breast cancer	0	1	0.9239370227	1	0									
18497072	3342	D009369	hCG	tumor	0	0	0.005224958993	0										
18497072	5199	D001943	cFP	breast cancer	0	0	0.2702406943	0										
18497072	5199	D009369	cFP	tumor	0	0	0.002733853878	0										
18497072	6043	D001943	E3, E2 + P, E3 + P, hCG	breast cancer	0	0	0.1336816996	0										
18497072	6043	D009369	E3, E2 + P, E3 + P, hCG	tumor	0	0	0.002680081874	0										
18513846	4524	D001714	MTHFR | methylenetetrahydrofolate reductase	bipolar | bipolar disorder	1	1	0.9120599031	0										
18513846	4709	D001714	B12	bipolar | bipolar disorder	0	1	0.9788137674	1	1		1						e	High tHcy but low folate and vitamin B12 levels may be a risk factor for development of bipolar disorder.
18533279	9047	D009103	SH2D2A	multiple sclerosis	0	1	0.966201961	1	1								mbg	The genotype GA13-16 homozygote of the SH2D2A gene promoter has been associated with the susceptibility to develop multiple sclerosis.
18533279	9047	D009422	SH2D2A	neuropathy	0	0	0.006650174968	0										
18533279	9047	D020277	SH2D2A	CIDP | Chronic inflammatory demyelinating polyradiculoneuropathy | inflammatory demyelinating polyradiculoneuropathy	1	1	0.9645804763	0										
18550062	1636	D017544	ACE	abdominal aortic aneurysm	1	1	0.9484211802	0										
